"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
2004-06-28,"General","38","Alberta","Yellowhead","2004-06-28, Yellowhead, Alberta",5,1
2004-06-28,"General","38","Saskatchewan","Battlefords--Lloydminster","2004-06-28, Battlefords--Lloydminster, Saskatchewan",5,1
2004-06-28,"General","38","Saskatchewan","Blackstrap","2004-06-28, Blackstrap, Saskatchewan",5,1
2004-06-28,"General","38","Saskatchewan","Churchill River","2004-06-28, Churchill River, Saskatchewan",5,1
2004-06-28,"General","38","Saskatchewan","Cypress Hills--Grasslands","2004-06-28, Cypress Hills--Grasslands, Saskatchewan",4,1
2004-06-28,"General","38","Saskatchewan","Palliser","2004-06-28, Palliser, Saskatchewan",5,1
2004-06-28,"General","38","Saskatchewan","Prince Albert","2004-06-28, Prince Albert, Saskatchewan",4,1
2004-06-28,"General","38","Saskatchewan","Regina--Lumsden--Lake Centre","2004-06-28, Regina--Lumsden--Lake Centre, Saskatchewan",5,1
2004-06-28,"General","38","Saskatchewan","Regina--Qu'Appelle","2004-06-28, Regina--Qu'Appelle, Saskatchewan",6,1
2004-06-28,"General","38","Saskatchewan","Saskatoon--Humboldt","2004-06-28, Saskatoon--Humboldt, Saskatchewan",6,1
2004-06-28,"General","38","Saskatchewan","Saskatoon--Rosetown--Biggar","2004-06-28, Saskatoon--Rosetown--Biggar, Saskatchewan",4,1
2004-06-28,"General","38","Saskatchewan","Saskatoon--Wanuskewin","2004-06-28, Saskatoon--Wanuskewin, Saskatchewan",4,1
2004-06-28,"General","38","Saskatchewan","Souris--Moose Mountain","2004-06-28, Souris--Moose Mountain, Saskatchewan",6,1
2004-06-28,"General","38","Saskatchewan","Wascana","2004-06-28, Wascana, Saskatchewan",4,1
2004-06-28,"General","38","Saskatchewan","Yorkton--Melville","2004-06-28, Yorkton--Melville, Saskatchewan",5,1
2004-06-28,"General","38","Manitoba","Brandon--Souris","2004-06-28, Brandon--Souris, Manitoba",6,1
2004-06-28,"General","38","Manitoba","Charleswood--St. James","2004-06-28, Charleswood--St. James, Manitoba",6,1
2004-06-28,"General","38","Manitoba","Churchill","2004-06-28, Churchill, Manitoba",4,1
2004-06-28,"General","38","Manitoba","Dauphin--Swan River","2004-06-28, Dauphin--Swan River, Manitoba",5,1
2004-06-28,"General","38","Manitoba","Elmwood--Transcona","2004-06-28, Elmwood--Transcona, Manitoba",7,1
2004-06-28,"General","38","Manitoba","Kildonan--St. Paul","2004-06-28, Kildonan--St. Paul, Manitoba",6,1
2004-06-28,"General","38","Manitoba","Portage--Lisgar","2004-06-28, Portage--Lisgar, Manitoba",6,1
2004-06-28,"General","38","Manitoba","Provencher","2004-06-28, Provencher, Manitoba",4,1
2004-06-28,"General","38","Manitoba","Saint Boniface","2004-06-28, Saint Boniface, Manitoba",7,1
2004-06-28,"General","38","Manitoba","Selkirk--Interlake","2004-06-28, Selkirk--Interlake, Manitoba",5,1
2004-06-28,"General","38","Manitoba","Winnipeg Centre","2004-06-28, Winnipeg Centre, Manitoba",7,1
2004-06-28,"General","38","Manitoba","Winnipeg North","2004-06-28, Winnipeg North, Manitoba",6,1
2004-06-28,"General","38","Manitoba","Winnipeg South","2004-06-28, Winnipeg South, Manitoba",5,1
2004-06-28,"General","38","Manitoba","Winnipeg South Centre","2004-06-28, Winnipeg South Centre, Manitoba",7,1
2004-06-28,"General","38","Ontario","Ajax--Pickering","2004-06-28, Ajax--Pickering, Ontario",4,1
2004-06-28,"General","38","Ontario","Algoma--Manitoulin--Kapuskasing","2004-06-28, Algoma--Manitoulin--Kapuskasing, Ontario",4,1
2004-06-28,"General","38","Ontario","Ancaster--Dundas--Flamborough--Westdale","2004-06-28, Ancaster--Dundas--Flamborough--Westdale, Ontario",4,1
2004-06-28,"General","38","Ontario","Barrie","2004-06-28, Barrie, Ontario",4,1
2004-06-28,"General","38","Ontario","Beaches--East York","2004-06-28, Beaches--East York, Ontario",8,1
2004-06-28,"General","38","Ontario","Bramalea--Gore--Malton","2004-06-28, Bramalea--Gore--Malton, Ontario",5,1
2004-06-28,"General","38","Ontario","Brampton--Springdale","2004-06-28, Brampton--Springdale, Ontario",5,1
2004-06-28,"General","38","Ontario","Brampton West","2004-06-28, Brampton West, Ontario",5,1
2004-06-28,"General","38","Ontario","Brant","2004-06-28, Brant, Ontario",6,1
2004-06-28,"General","38","Ontario","Burlington","2004-06-28, Burlington, Ontario",5,1
2004-06-28,"General","38","Ontario","Cambridge","2004-06-28, Cambridge, Ontario",7,1
2004-06-28,"General","38","Ontario","Carleton--Lanark","2004-06-28, Carleton--Lanark, Ontario",4,1
2004-06-28,"General","38","Ontario","Chatham-Kent--Essex","2004-06-28, Chatham-Kent--Essex, Ontario",5,1
2004-06-28,"General","38","Ontario","Clarington--Scugog--Uxbridge","2004-06-28, Clarington--Scugog--Uxbridge, Ontario",5,1
2004-06-28,"General","38","Ontario","Davenport","2004-06-28, Davenport, Ontario",8,1
2004-06-28,"General","38","Ontario","Don Valley East","2004-06-28, Don Valley East, Ontario",6,1
2004-06-28,"General","38","Ontario","Don Valley West","2004-06-28, Don Valley West, Ontario",4,1
2004-06-28,"General","38","Ontario","Dufferin--Caledon","2004-06-28, Dufferin--Caledon, Ontario",5,1
2004-06-28,"General","38","Ontario","Eglinton--Lawrence","2004-06-28, Eglinton--Lawrence, Ontario",5,1
2004-06-28,"General","38","Ontario","Elgin--Middlesex--London","2004-06-28, Elgin--Middlesex--London, Ontario",6,1
2004-06-28,"General","38","Ontario","Essex","2004-06-28, Essex, Ontario",5,1
2004-06-28,"General","38","Ontario","Etobicoke--Lakeshore","2004-06-28, Etobicoke--Lakeshore, Ontario",5,1
2004-06-28,"General","38","Ontario","Etobicoke Centre","2004-06-28, Etobicoke Centre, Ontario",5,1
2004-06-28,"General","38","Ontario","Etobicoke North","2004-06-28, Etobicoke North, Ontario",7,1
2004-06-28,"General","38","Ontario","Glengarry--Prescott--Russell","2004-06-28, Glengarry--Prescott--Russell, Ontario",5,1
2004-06-28,"General","38","Ontario","Grey--Bruce--Owen Sound","2004-06-28, Grey--Bruce--Owen Sound, Ontario",5,1
2004-06-28,"General","38","Ontario","Guelph","2004-06-28, Guelph, Ontario",7,1
2004-06-28,"General","38","Ontario","Haldimand--Norfolk","2004-06-28, Haldimand--Norfolk, Ontario",5,1
2004-06-28,"General","38","Ontario","Haliburton--Kawartha Lakes--Brock","2004-06-28, Haliburton--Kawartha Lakes--Brock, Ontario",6,1
2004-06-28,"General","38","Ontario","Halton","2004-06-28, Halton, Ontario",4,1
2004-06-28,"General","38","Ontario","Hamilton Centre","2004-06-28, Hamilton Centre, Ontario",7,1
2004-06-28,"General","38","Ontario","Hamilton East--Stoney Creek","2004-06-28, Hamilton East--Stoney Creek, Ontario",6,1
2004-06-28,"General","38","Ontario","Hamilton Mountain","2004-06-28, Hamilton Mountain, Ontario",5,1
2004-06-28,"General","38","Ontario","Huron--Bruce","2004-06-28, Huron--Bruce, Ontario",6,1
2004-06-28,"General","38","Ontario","Kenora","2004-06-28, Kenora, Ontario",4,1
2004-06-28,"General","38","Ontario","Kingston and the Islands","2004-06-28, Kingston and the Islands, Ontario",8,1
2004-06-28,"General","38","Ontario","Kitchener--Conestoga","2004-06-28, Kitchener--Conestoga, Ontario",4,1
2004-06-28,"General","38","Ontario","Kitchener--Waterloo","2004-06-28, Kitchener--Waterloo, Ontario",6,1
2004-06-28,"General","38","Ontario","Kitchener Centre","2004-06-28, Kitchener Centre, Ontario",5,1
2004-06-28,"General","38","Ontario","Lanark--Frontenac--Lennox and Addington","2004-06-28, Lanark--Frontenac--Lennox and Addington, Ontario",6,1
2004-06-28,"General","38","Ontario","Leeds--Grenville","2004-06-28, Leeds--Grenville, Ontario",4,1
2004-06-28,"General","38","Ontario","London--Fanshawe","2004-06-28, London--Fanshawe, Ontario",6,1
2004-06-28,"General","38","Ontario","London North Centre","2004-06-28, London North Centre, Ontario",6,1
2004-06-28,"General","38","Ontario","London West","2004-06-28, London West, Ontario",6,1
2004-06-28,"General","38","Ontario","Markham--Unionville","2004-06-28, Markham--Unionville, Ontario",4,1
2004-06-28,"General","38","Ontario","Middlesex--Kent--Lambton","2004-06-28, Middlesex--Kent--Lambton, Ontario",5,1
2004-06-28,"General","38","Ontario","Mississauga--Brampton South","2004-06-28, Mississauga--Brampton South, Ontario",5,1
2004-06-28,"General","38","Ontario","Mississauga--Erindale","2004-06-28, Mississauga--Erindale, Ontario",5,1
2004-06-28,"General","38","Ontario","Mississauga--Streetsville","2004-06-28, Mississauga--Streetsville, Ontario",5,1
2004-06-28,"General","38","Ontario","Mississauga East--Cooksville","2004-06-28, Mississauga East--Cooksville, Ontario",7,1
2004-06-28,"General","38","Ontario","Mississauga South","2004-06-28, Mississauga South, Ontario",5,1
2004-06-28,"General","38","Ontario","Nepean--Carleton","2004-06-28, Nepean--Carleton, Ontario",5,1
2004-06-28,"General","38","Ontario","Newmarket--Aurora","2004-06-28, Newmarket--Aurora, Ontario",5,1
2004-06-28,"General","38","Ontario","Niagara Falls","2004-06-28, Niagara Falls, Ontario",4,1
2004-06-28,"General","38","Ontario","Niagara West--Glanbrook","2004-06-28, Niagara West--Glanbrook, Ontario",6,1
2004-06-28,"General","38","Ontario","Nickel Belt","2004-06-28, Nickel Belt, Ontario",7,1
2004-06-28,"General","38","Ontario","Nipissing--Timiskaming","2004-06-28, Nipissing--Timiskaming, Ontario",5,1
2004-06-28,"General","38","Ontario","Northumberland--Quinte West","2004-06-28, Northumberland--Quinte West, Ontario",4,1
2004-06-28,"General","38","Ontario","Oak Ridges--Markham","2004-06-28, Oak Ridges--Markham, Ontario",6,1
2004-06-28,"General","38","Ontario","Oakville","2004-06-28, Oakville, Ontario",5,1
2004-06-28,"General","38","Ontario","Oshawa","2004-06-28, Oshawa, Ontario",5,1
2004-06-28,"General","38","Ontario","Ottawa--Orléans","2004-06-28, Ottawa--Orléans, Ontario",4,1
2004-06-28,"General","38","Ontario","Ottawa--Vanier","2004-06-28, Ottawa--Vanier, Ontario",6,1
2004-06-28,"General","38","Ontario","Ottawa Centre","2004-06-28, Ottawa Centre, Ontario",9,1
2004-06-28,"General","38","Ontario","Ottawa South","2004-06-28, Ottawa South, Ontario",8,1
2004-06-28,"General","38","Ontario","Ottawa West--Nepean","2004-06-28, Ottawa West--Nepean, Ontario",7,1
2004-06-28,"General","38","Ontario","Oxford","2004-06-28, Oxford, Ontario",8,1
2004-06-28,"General","38","Ontario","Parkdale--High Park","2004-06-28, Parkdale--High Park, Ontario",6,1
2004-06-28,"General","38","Ontario","Parry Sound--Muskoka","2004-06-28, Parry Sound--Muskoka, Ontario",4,1
2004-06-28,"General","38","Ontario","Perth--Wellington","2004-06-28, Perth--Wellington, Ontario",5,1
2004-06-28,"General","38","Ontario","Peterborough","2004-06-28, Peterborough, Ontario",4,1
2004-06-28,"General","38","Ontario","Pickering--Scarborough East","2004-06-28, Pickering--Scarborough East, Ontario",4,1
2004-06-28,"General","38","Ontario","Prince Edward--Hastings","2004-06-28, Prince Edward--Hastings, Ontario",5,1
2004-06-28,"General","38","Ontario","Renfrew--Nipissing--Pembroke","2004-06-28, Renfrew--Nipissing--Pembroke, Ontario",5,1
2004-06-28,"General","38","Ontario","Richmond Hill","2004-06-28, Richmond Hill, Ontario",5,1
2004-06-28,"General","38","Ontario","Sarnia--Lambton","2004-06-28, Sarnia--Lambton, Ontario",7,1
2004-06-28,"General","38","Ontario","Sault Ste. Marie","2004-06-28, Sault Ste. Marie, Ontario",5,1
2004-06-28,"General","38","Ontario","Scarborough--Agincourt","2004-06-28, Scarborough--Agincourt, Ontario",5,1
2004-06-28,"General","38","Ontario","Scarborough--Guildwood","2004-06-28, Scarborough--Guildwood, Ontario",5,1
2004-06-28,"General","38","Ontario","Scarborough--Rouge River","2004-06-28, Scarborough--Rouge River, Ontario",5,1
2004-06-28,"General","38","Ontario","Scarborough Centre","2004-06-28, Scarborough Centre, Ontario",5,1
2004-06-28,"General","38","Ontario","Scarborough Southwest","2004-06-28, Scarborough Southwest, Ontario",5,1
2004-06-28,"General","38","Ontario","Simcoe--Grey","2004-06-28, Simcoe--Grey, Ontario",5,1
2004-06-28,"General","38","Ontario","Simcoe North","2004-06-28, Simcoe North, Ontario",6,1
2004-06-28,"General","38","Ontario","St. Catharines","2004-06-28, St. Catharines, Ontario",7,1
2004-06-28,"General","38","Ontario","St. Paul's","2004-06-28, St. Paul's, Ontario",4,1
2004-06-28,"General","38","Ontario","Stormont--Dundas--South Glengarry","2004-06-28, Stormont--Dundas--South Glengarry, Ontario",4,1
2004-06-28,"General","38","Ontario","Sudbury","2004-06-28, Sudbury, Ontario",5,1
2004-06-28,"General","38","Ontario","Thornhill","2004-06-28, Thornhill, Ontario",6,1
2004-06-28,"General","38","Ontario","Thunder Bay--Rainy River","2004-06-28, Thunder Bay--Rainy River, Ontario",6,1
2004-06-28,"General","38","Ontario","Thunder Bay--Superior North","2004-06-28, Thunder Bay--Superior North, Ontario",5,1
2004-06-28,"General","38","Ontario","Timmins--James Bay","2004-06-28, Timmins--James Bay, Ontario",4,1
2004-06-28,"General","38","Ontario","Toronto--Danforth","2004-06-28, Toronto--Danforth, Ontario",6,1
2004-06-28,"General","38","Ontario","Toronto Centre","2004-06-28, Toronto Centre, Ontario",8,1
2004-06-28,"General","38","Ontario","Trinity--Spadina","2004-06-28, Trinity--Spadina, Ontario",8,1
2004-06-28,"General","38","Ontario","Vaughan","2004-06-28, Vaughan, Ontario",6,1
2004-06-28,"General","38","Ontario","Welland","2004-06-28, Welland, Ontario",6,1
2004-06-28,"General","38","Ontario","Wellington--Halton Hills","2004-06-28, Wellington--Halton Hills, Ontario",5,1
2004-06-28,"General","38","Ontario","Whitby--Oshawa","2004-06-28, Whitby--Oshawa, Ontario",4,1
2004-06-28,"General","38","Ontario","Willowdale","2004-06-28, Willowdale, Ontario",6,1
2004-06-28,"General","38","Ontario","Windsor--Tecumseh","2004-06-28, Windsor--Tecumseh, Ontario",5,1
2004-06-28,"General","38","Ontario","Windsor West","2004-06-28, Windsor West, Ontario",5,1
2004-06-28,"General","38","Ontario","York--Simcoe","2004-06-28, York--Simcoe, Ontario",6,1
2004-06-28,"General","38","Ontario","York Centre","2004-06-28, York Centre, Ontario",5,1
2004-06-28,"General","38","Ontario","York South--Weston","2004-06-28, York South--Weston, Ontario",5,1
2004-06-28,"General","38","Ontario","York West","2004-06-28, York West, Ontario",5,1
2004-06-28,"General","38","Quebec","Abitibi--Témiscamingue","2004-06-28, Abitibi--Témiscamingue, Quebec",5,1
2004-06-28,"General","38","Quebec","Ahuntsic","2004-06-28, Ahuntsic, Quebec",7,1
2004-06-28,"General","38","Quebec","Alfred-Pellan","2004-06-28, Alfred-Pellan, Quebec",7,1
2004-06-28,"General","38","Quebec","Argenteuil--Mirabel","2004-06-28, Argenteuil--Mirabel, Quebec",7,1
2004-06-28,"General","38","Quebec","Beauce","2004-06-28, Beauce, Quebec",5,1
2004-06-28,"General","38","Quebec","Beauharnois--Salaberry","2004-06-28, Beauharnois--Salaberry, Quebec",6,1
2004-06-28,"General","38","Quebec","Beauport","2004-06-28, Beauport, Quebec",6,1
2004-06-28,"General","38","Quebec","Berthier--Maskinongé","2004-06-28, Berthier--Maskinongé, Quebec",5,1
2004-06-28,"General","38","Quebec","Bourassa","2004-06-28, Bourassa, Quebec",7,1
2004-06-28,"General","38","Quebec","Brome--Missisquoi","2004-06-28, Brome--Missisquoi, Quebec",5,1
2004-06-28,"General","38","Quebec","Brossard--La Prairie","2004-06-28, Brossard--La Prairie, Quebec",6,1
2004-06-28,"General","38","Quebec","Chambly--Borduas","2004-06-28, Chambly--Borduas, Quebec",5,1
2004-06-28,"General","38","Quebec","Charlesbourg","2004-06-28, Charlesbourg, Quebec",6,1
2004-06-28,"General","38","Quebec","Charlevoix--Montmorency","2004-06-28, Charlevoix--Montmorency, Quebec",5,1
2004-06-28,"General","38","Quebec","Châteauguay--Saint-Constant","2004-06-28, Châteauguay--Saint-Constant, Quebec",5,1
2004-06-28,"General","38","Quebec","Chicoutimi--Le Fjord","2004-06-28, Chicoutimi--Le Fjord, Quebec",5,1
2004-06-28,"General","38","Quebec","Compton--Stanstead","2004-06-28, Compton--Stanstead, Quebec",5,1
2004-06-28,"General","38","Quebec","Drummond","2004-06-28, Drummond, Quebec",5,1
2004-06-28,"General","38","Quebec","Gaspésie--Îles-de-la-Madeleine","2004-06-28, Gaspésie--Îles-de-la-Madeleine, Quebec",5,1
2004-06-28,"General","38","Quebec","Gatineau","2004-06-28, Gatineau, Quebec",7,1
2004-06-28,"General","38","Quebec","Hochelaga","2004-06-28, Hochelaga, Quebec",8,1
2004-06-28,"General","38","Quebec","Honoré-Mercier","2004-06-28, Honoré-Mercier, Quebec",7,1
2004-06-28,"General","38","Quebec","Hull--Aylmer","2004-06-28, Hull--Aylmer, Quebec",6,1
2004-06-28,"General","38","Quebec","Jeanne-Le Ber","2004-06-28, Jeanne-Le Ber, Quebec",7,1
2004-06-28,"General","38","Quebec","Joliette","2004-06-28, Joliette, Quebec",6,1
2004-06-28,"General","38","Quebec","Jonquière--Alma","2004-06-28, Jonquière--Alma, Quebec",7,1
2004-06-28,"General","38","Quebec","La Pointe-de-l'Île","2004-06-28, La Pointe-de-l'Île, Quebec",5,1
2004-06-28,"General","38","Quebec","Lac-Saint-Louis","2004-06-28, Lac-Saint-Louis, Quebec",6,1
2004-06-28,"General","38","Quebec","LaSalle--Émard","2004-06-28, LaSalle--Émard, Quebec",7,1
2004-06-28,"General","38","Quebec","Laurentides--Labelle","2004-06-28, Laurentides--Labelle, Quebec",5,1
2004-06-28,"General","38","Quebec","Laurier--Sainte-Marie","2004-06-28, Laurier--Sainte-Marie, Quebec",7,1
2004-06-28,"General","38","Quebec","Laval","2004-06-28, Laval, Quebec",6,1
2004-06-28,"General","38","Quebec","Laval--Les Îles","2004-06-28, Laval--Les Îles, Quebec",7,1
2004-06-28,"General","38","Quebec","Lévis--Bellechasse","2004-06-28, Lévis--Bellechasse, Quebec",6,1
2004-06-28,"General","38","Quebec","Longueuil","2004-06-28, Longueuil, Quebec",6,1
2004-06-28,"General","38","Quebec","Lotbinière--Chutes-de-la-Chaudière","2004-06-28, Lotbinière--Chutes-de-la-Chaudière, Quebec",5,1
2004-06-28,"General","38","Quebec","Louis-Hébert","2004-06-28, Louis-Hébert, Quebec",5,1
2004-06-28,"General","38","Quebec","Louis-Saint-Laurent","2004-06-28, Louis-Saint-Laurent, Quebec",8,1
2004-06-28,"General","38","Quebec","Manicouagan","2004-06-28, Manicouagan, Quebec",5,1
2004-06-28,"General","38","Quebec","Marc-Aurèle-Fortin","2004-06-28, Marc-Aurèle-Fortin, Quebec",5,1
2004-06-28,"General","38","Quebec","Matapédia--Matane","2004-06-28, Matapédia--Matane, Quebec",5,1
2004-06-28,"General","38","Quebec","Mégantic--L'Érable","2004-06-28, Mégantic--L'Érable, Quebec",5,1
2004-06-28,"General","38","Quebec","Montcalm","2004-06-28, Montcalm, Quebec",5,1
2004-06-28,"General","38","Quebec","Mount Royal","2004-06-28, Mount Royal, Quebec",7,1
2004-06-28,"General","38","Quebec","Notre-Dame-de-Grâce--Lachine","2004-06-28, Notre-Dame-de-Grâce--Lachine, Quebec",8,1
